30,8,0,-85,-15,0,1
30,8,0,-85,-15,0,1
0,8,0,-45,-15,1,3
30,8,0,-70,-15,0,1
30,10,0,0,-15,0,1
30,10,0,0,-15,0,1
30,10,0,-30,-15,0,1
30,10,0,-70,-15,0,1
30,10,0,-40,-15,1,3
30,8,0,-45,-15,0,1
30,8,0,-25,-15,0,1
30,10,0,-60,-15,0,1
30,10,0,-55,-15,1,3
30,8,0,-25,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-40,-15,0,1
10,10,10,-40,-15,1,3
30,10,0,-55,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,0,-15,1,3
30,10,0,-55,-15,1,3
30,10,0,-40,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-45,-15,0,1
30,10,0,-30,-15,0,1
10,10,0,-40,-15,1,1
30,10,0,-70,-15,0,1
30,8,0,-55,-15,0,1
30,8,0,-30,-15,1,3
30,8,10,-25,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,0,-15,1,4
60,10,0,-30,-15,0,3
30,10,20,-25,-15,1,3
30,10,0,-70,-15,0,1
30,10,10,-55,-15,1,3
30,8,0,-30,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-85,-15,0,1
30,8,0,-55,-15,0,1
30,8,0,-30,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,-25,-15,0,1
30,10,0,-70,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-25,-15,0,1
30,10,0,-40,-15,1,3
30,10,0,-55,-15,0,1
30,8,0,-30,-15,0,1
10,8,20,0,-15,0,1
30,8,20,0,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-70,-15,0,1
30,10,0,-70,-15,0,1
30,8,0,-25,-15,1,3
60,10,0,-45,-15,0,3
30,8,0,-30,-15,0,1
30,10,0,-55,-15,0,1
0,10,10,-100,-15,0,1
30,8,0,-30,-15,0,1
60,8,0,0,-15,1,4
40,8,0,-25,-15,0,1
30,10,15,-25,-15,1,3
40,8,5,0,-15,1,3
30,8,0,-70,-15,0,1
30,8,0,-70,-15,0,1
10,10,10,-30,-15,1,4
30,10,0,-25,-15,1,3
30,8,0,-30,-15,0,1
30,10,0,-70,-15,1,3
0,10,0,-55,-15,0,1
30,10,0,-55,-15,0,1
30,10,20,-45,-15,1,3
30,8,10,-70,-15,0,1
10,10,10,-55,-15,0,1
10,8,0,-40,-15,1,1
30,10,0,-25,-15,1,3
10,8,0,-70,-15,1,1
30,8,0,-45,-15,0,1
30,8,0,-55,-15,0,1
10,10,10,-55,-15,0,0
30,10,0,-55,-15,1,3
30,8,10,-30,-15,0,1
30,8,0,-15,-15,0,1
30,10,0,-55,-15,1,3
30,10,0,0,-15,0,1
30,10,0,-15,-15,0,1
30,10,0,-40,-15,0,1
30,10,20,-70,-15,0,1
30,10,10,0,-15,0,1
30,8,0,-25,-15,0,1
30,10,10,-30,-15,1,4
30,10,0,0,-15,1,4
30,8,0,-30,-15,0,1
30,8,10,-55,-15,1,3
30,10,0,-25,-15,0,1
30,10,0,-55,-15,0,1
10,10,0,-25,-15,0,1
0,8,0,-60,-15,0,1
30,10,0,-70,-15,0,1
30,10,0,-70,-15,0,1
30,8,0,-25,-15,0,1
30,10,0,-25,-15,1,3
30,8,0,-55,-15,1,3
30,8,0,-25,-15,0,1
70,10,0,-25,-15,1,2
30,10,0,-45,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,-70,-15,1,3
30,8,0,-55,-15,0,1
30,10,0,-40,-15,1,3
30,8,0,-40,-15,1,3
30,10,0,-15,-15,0,1
30,8,10,-55,-15,1,2
30,10,0,-55,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-55,-15,1,3
30,10,0,-30,-15,1,3
30,8,0,-45,-15,0,1
30,10,0,-70,-15,0,1
30,8,10,-30,-15,1,3
30,10,20,-55,-15,0,1
30,10,0,-85,-15,0,1
30,10,0,-45,-15,0,1
30,8,0,-45,-15,0,1
30,10,0,-70,-15,0,1
30,10,25,-55,-15,0,1
30,8,20,-25,-15,0,1
30,10,0,-45,-15,0,1
30,10,0,-70,-15,0,1
30,10,0,-30,-15,0,1
0,8,0,-85,-15,0,1
30,8,0,0,-15,0,1
10,10,0,-55,-15,0,1
30,8,0,-25,-15,1,3
30,8,0,0,-15,1,3
10,8,0,-55,-15,1,1
30,10,0,0,-15,0,1
10,10,10,-40,-15,0,1
30,8,0,-30,-15,1,3
30,8,0,-40,-15,0,1
30,10,20,-40,-15,0,1
30,8,10,-60,-15,0,1
30,10,10,-40,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-40,-15,0,1
30,8,0,-55,-15,0,1
90,10,0,-45,-15,0,4
30,8,0,-30,-15,1,3
30,10,10,-40,-15,1,3
60,10,0,-45,-15,0,4
30,10,0,-30,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-45,-15,0,1
30,10,0,-85,-15,0,1
30,10,0,-25,-15,0,1
30,10,0,-40,-15,1,3
30,10,0,-55,-15,1,3
30,10,0,-45,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-55,-15,0,1
30,10,0,-25,-15,1,3
30,10,0,0,-15,0,1
30,10,0,-55,-15,1,3
30,8,0,-55,-15,0,1
30,8,10,-25,-15,1,3
30,8,10,-15,-15,0,1
30,8,10,-55,-15,1,3
60,8,0,-45,-15,0,3
30,10,0,-70,-15,0,1
30,10,20,-40,-15,1,3
30,8,0,-40,-15,0,1
60,8,0,-70,-15,0,3
30,8,0,-55,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,-60,-15,0,1
30,10,0,-30,-15,0,1
30,10,0,-25,-15,1,3
30,10,0,-30,-15,1,3
30,10,0,-55,-15,1,3
30,10,0,-30,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-30,-15,0,1
30,8,0,-30,-15,0,1
30,10,0,-40,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,-55,-15,1,3
30,10,0,-70,-15,0,1
30,10,0,-55,-15,1,3
30,10,0,0,-15,1,4
60,8,0,-45,-15,0,3
30,10,0,-30,-15,0,1
30,8,0,-30,-15,0,1
30,10,0,-70,-15,0,1
60,8,0,-45,-15,0,3
30,8,0,-55,-15,1,3
30,10,0,-55,-15,1,3
30,10,20,-85,-15,0,1
30,8,0,0,-15,0,1
10,8,10,-25,-15,0,1
30,8,0,-60,-15,0,1
30,8,0,-55,-15,1,3
30,10,10,-30,-15,1,4
10,8,0,-25,-15,0,1
10,8,0,-15,-15,0,1
30,10,0,-25,-15,0,1
30,10,25,-55,-15,0,1
30,8,0,0,-15,1,3
30,10,0,-30,-15,0,1
30,8,0,-45,-15,1,3
30,10,0,-30,-15,0,1
30,8,0,-40,-15,1,3
30,10,0,-55,-15,0,1
30,10,15,0,-15,0,1
30,8,10,0,-15,0,1
30,10,0,-25,-15,1,3
30,8,0,-15,-15,0,1
0,8,0,0,-15,0,1
30,10,0,-15,-15,0,1
10,8,10,-70,-15,0,1
30,10,20,-45,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,-45,-15,1,3
30,10,0,-45,-15,0,1
0,8,0,0,-15,0,1
30,10,0,-85,-15,0,1
60,8,0,0,-15,0,3
30,10,0,-55,-15,1,3
10,8,0,-85,-15,0,1
30,8,0,-55,-15,0,1
30,8,0,-70,-15,0,1
30,8,0,-30,-15,0,1
10,8,0,-70,-15,1,1
30,10,0,0,-15,0,1
30,10,10,0,-15,1,3
30,10,0,-15,-15,0,1
30,10,0,-70,-15,0,1
30,8,10,-70,-15,1,3
30,10,0,-55,-15,0,1
30,10,10,-30,-15,0,1
30,10,0,-55,-15,0,1
40,8,0,-85,-15,0,1
30,10,0,-70,-15,0,1
30,8,0,-45,-15,0,1
30,10,0,-25,-15,0,1
30,8,0,-55,-15,0,1
30,10,0,-30,-15,1,3
10,10,10,-45,-15,0,1
30,10,10,-85,-15,0,1
0,8,0,-70,-15,0,1
30,10,0,-25,-15,0,1
30,8,0,-55,-15,0,1
30,8,0,-30,-15,0,1
30,8,0,-25,-15,0,1
30,10,10,-30,-15,1,4
30,8,0,-70,-15,0,1
30,10,20,-25,-15,1,3
30,10,0,-85,-15,0,1
30,10,0,-30,-15,0,1
30,8,0,0,-15,0,1
60,8,0,-70,-15,0,3
30,10,0,-25,-15,0,1
30,10,0,-70,-15,0,1
30,8,0,-55,-15,0,1
30,8,0,-30,-15,0,1
30,8,0,-55,-15,0,1
30,10,0,-30,-15,0,1
30,8,0,-85,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-70,-15,0,1
30,10,10,0,-15,0,1
30,8,0,-45,-15,0,1
30,8,0,-30,-15,1,3
30,10,0,-70,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,0,-15,0,1
10,8,0,0,-15,0,1
30,10,0,0,-15,0,1
30,8,0,-70,-15,0,1
90,10,0,0,-15,1,4
30,8,0,0,-15,0,1
30,8,10,-30,-15,0,1
30,10,10,-25,-15,0,1
30,10,0,-70,-15,0,1
10,10,0,-30,-15,1,1
30,10,0,-70,-15,1,3
30,10,0,-70,-15,0,1
30,10,0,0,-15,0,1
30,10,0,-30,-15,0,1
30,8,0,-45,-15,0,1
30,10,0,-40,-15,0,1
30,8,0,-15,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-40,-15,1,3
30,10,0,-15,-15,0,1
30,10,0,-70,-15,0,1
30,8,0,-15,-15,0,1
30,10,10,-45,-15,0,1
30,8,0,-55,-15,0,1
30,8,0,-55,-15,1,3
30,10,0,-40,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,-70,-15,1,3
60,10,0,-15,-15,0,3
30,10,0,-55,-15,0,1
30,8,0,-40,-15,1,3
30,8,0,-15,-15,0,1
30,10,0,0,-15,1,4
30,8,20,-55,-15,1,3
0,8,0,-70,-15,0,1
30,10,0,-70,-15,0,1
30,8,0,-55,-15,0,1
30,8,0,-25,-15,0,1
30,8,0,-30,-15,0,1
10,10,0,-55,-15,1,1
30,8,0,-25,-15,0,1
30,10,0,-25,-15,1,3
30,10,0,-30,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-40,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,0,-15,0,1
30,10,0,-30,-15,1,3
30,8,0,-55,-15,0,1
30,10,0,-55,-15,0,1
30,10,10,-55,-15,0,1
30,10,0,-25,-15,0,1
30,8,0,-40,-15,0,1
30,8,10,-30,-15,0,1
30,8,0,-55,-15,0,1
30,10,0,-25,-15,1,3
10,8,20,-25,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-70,-15,0,1
30,10,0,-85,-15,0,1
30,10,0,-25,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-45,-15,0,1
10,8,10,-25,-15,1,3
10,10,0,-55,-15,1,1
30,8,0,-55,-15,0,1
30,10,20,0,-15,0,1
30,10,0,-85,-15,0,1
10,10,0,-45,-15,1,1
30,10,0,-70,-15,0,1
30,10,0,-45,-15,0,1
30,8,0,-30,-15,0,1
0,8,0,0,-15,0,1
30,10,0,-60,-15,0,1
30,10,0,-30,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,-30,-15,0,1
30,8,0,0,-15,0,1
30,10,0,-70,-15,0,1
30,10,0,-30,-15,0,1
30,10,0,-70,-15,1,3
30,8,0,-30,-15,0,1
30,10,0,-30,-15,1,3
30,8,0,0,-15,0,1
40,10,0,-30,-15,0,1
30,10,10,-55,-15,0,1
30,8,0,-55,-15,1,3
30,8,0,-15,-15,1,3
30,8,0,-55,-15,0,1
30,10,0,-40,-15,0,1
10,8,0,-40,-15,1,1
30,8,0,-30,-15,0,1
30,10,10,0,-15,0,1
30,8,0,-55,-15,1,3
30,10,0,-30,-15,0,1
30,10,0,-55,-15,0,1
30,10,10,-70,-15,0,1
90,10,0,0,-15,0,4
30,8,0,-25,-15,1,3
30,10,0,-40,-15,0,1
30,8,0,-55,-15,0,1
30,10,0,-25,-15,0,1
30,10,0,0,-15,1,4
10,10,0,-55,-15,1,1
30,10,15,-30,-15,1,3
30,10,0,-40,-15,0,1
30,8,0,-30,-15,0,1
30,8,0,-55,-15,0,1
30,8,0,-40,-15,1,3
30,10,0,-55,-15,0,1
30,8,0,-70,-15,1,3
30,8,0,-55,30,0,1
30,10,0,-85,-15,0,1
30,8,0,-70,-15,0,1
60,8,0,-55,-15,0,3
30,10,0,-55,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,0,-15,1,4
30,10,10,0,-15,0,1
30,8,0,-40,-15,1,3
30,10,0,-55,-15,1,3
30,10,10,-55,-15,0,1
10,10,10,-30,-15,1,4
60,8,0,-70,-15,0,3
30,8,0,-40,-15,0,1
30,10,0,-15,-15,0,1
60,8,0,-15,-15,0,3
30,10,0,-25,-15,0,1
30,10,0,-60,-15,0,1
30,10,0,-55,-15,0,1
30,10,20,-85,-15,0,1
30,10,10,-15,-15,1,4
30,10,0,-30,-15,0,1
30,8,10,-55,-15,1,2
30,10,0,0,-15,1,4
30,8,0,-55,-15,1,3
30,8,0,-45,-15,0,1
30,10,15,-55,-15,1,3
30,10,0,-55,-15,0,1
30,8,0,-55,-15,0,1
30,10,0,-70,-15,0,1
60,10,0,-55,-15,0,3
30,8,0,-70,-15,0,1
30,8,10,-85,-15,0,1
60,8,0,-30,-15,0,3
30,8,0,-55,-15,0,1
30,10,0,-25,-15,0,1
50,8,0,-15,-15,0,3
30,8,0,-55,-15,1,3
30,8,0,-55,-15,0,1
30,10,0,-70,-15,1,3
30,10,0,0,-15,0,1
30,10,10,-70,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-55,-15,0,1
40,10,0,-55,-15,0,1
30,8,0,0,-15,0,1
30,8,0,-55,-15,0,1
20,8,0,0,-15,1,1
30,8,0,-70,-15,1,3
30,10,0,-55,-15,0,1
30,10,0,-30,-15,0,1
30,8,0,0,-15,0,1
0,8,0,-25,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-45,-15,0,1
30,8,0,-30,-15,0,1
30,8,0,-30,-15,0,1
10,10,10,-55,-15,0,1
30,10,0,-55,-15,1,3
40,10,0,-70,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-40,-15,1,3
30,10,15,-30,-15,1,3
10,8,0,-25,-15,1,1
30,10,0,0,-15,1,4
30,8,0,-55,-15,0,1
0,10,0,0,-15,1,3
30,10,0,-30,-15,0,1
30,10,0,-55,-15,0,1
30,8,10,-30,-15,1,3
30,10,10,-25,-15,0,1
30,8,10,-70,-15,0,1
30,8,0,-55,-15,0,1
30,8,0,-55,-15,0,1
10,10,0,-40,-15,1,1
30,8,20,0,-15,0,1
30,10,0,-55,-15,1,3
30,10,0,-30,-15,1,3
30,10,0,-30,-15,1,3
30,8,0,-55,-15,0,1
30,10,0,-30,-15,0,1
30,10,0,-30,-15,0,1
30,8,0,-30,-15,0,1
30,8,0,-55,-15,0,1
30,8,0,-55,-15,0,1
30,10,0,-30,-15,0,1
30,10,0,-45,-15,0,1
30,10,15,-30,-15,0,1
30,10,0,-45,-15,0,1
10,10,0,-30,-15,0,1
40,8,0,-30,-15,0,1
30,10,0,-70,-15,0,1
30,10,0,-55,-15,0,1
10,8,0,0,-15,1,1
30,10,0,-40,-15,0,1
30,10,0,-25,-15,0,1
30,10,0,-30,-15,0,1
30,8,0,0,-15,0,1
30,8,0,-30,-15,0,1
30,8,0,0,-15,0,1
30,10,0,-70,-15,1,3
30,10,0,-40,-15,0,1
30,8,0,-40,-15,0,1
10,10,10,-25,-15,0,1
30,10,0,-40,-15,0,1
30,10,0,-30,-15,0,1
30,10,0,-25,-15,0,1
30,8,0,-55,-15,0,1
30,8,20,-55,-15,0,1
30,10,0,-45,-15,0,1
30,8,0,-30,-15,0,1
30,8,0,-70,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-25,-15,1,3
30,8,0,-55,-15,1,3
30,8,0,-30,-15,1,3
30,8,0,-40,-15,0,1
30,8,0,0,-15,1,3
30,10,0,-25,-15,1,3
30,10,10,-55,-15,1,3
30,8,0,-55,-15,0,1
30,10,0,-40,-15,0,1
30,8,30,-45,-15,1,4
30,10,0,-55,-15,0,1
10,10,0,-55,-15,1,1
30,10,0,-25,-15,0,1
30,10,0,-40,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,-70,-15,0,1
30,10,0,-70,-15,0,1
70,10,0,-55,-15,1,3
30,8,0,-55,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-30,-15,1,3
30,10,0,-55,-15,0,1
30,8,0,-55,-15,0,1
60,8,0,-30,-15,0,3
30,8,0,-55,-15,0,1
30,8,0,-30,-15,1,3
30,8,0,-30,-15,0,1
30,10,0,-30,-15,1,3
30,10,0,0,-15,0,1
30,10,0,-55,-15,0,1
30,8,0,0,-15,0,1
30,8,10,-70,-15,0,1
30,10,0,-45,-15,0,1
30,8,0,-70,-15,0,1
30,8,0,-55,-15,0,1
30,10,0,-30,-15,1,3
30,10,0,-30,-15,0,1
30,10,0,-55,-15,1,3
30,8,0,-30,-15,1,3
30,10,0,-55,-15,0,1
30,10,0,-45,-15,1,3
30,8,0,-25,-15,0,1
30,10,10,-70,-15,0,1
30,8,10,-85,-15,0,1
30,8,30,-45,-15,0,1
30,8,0,0,-15,0,1
30,10,0,-55,-15,0,1
10,10,20,0,-15,0,1
30,8,0,-30,-15,0,1
30,8,0,-70,-15,0,1
30,8,0,0,-15,0,1
30,8,10,-30,-15,1,3
30,8,10,-55,-15,1,3
30,10,0,-55,-15,0,1
60,8,0,-30,-15,0,3
30,8,0,-70,-15,0,1
60,8,0,-30,-15,0,3
30,8,0,-30,-15,0,1
30,10,0,-55,-15,1,3
30,8,10,-15,-15,0,1
30,10,0,-40,-15,0,1
30,8,0,-45,-15,0,1
30,8,0,-25,-15,0,1
30,10,0,-55,-15,1,3
30,8,0,-15,-15,0,1
30,10,0,-55,-15,0,1
0,8,0,-40,-15,0,1
30,10,0,-40,-15,0,1
30,8,0,-70,-15,0,1
30,8,0,-30,-15,0,1
30,8,0,-30,-15,0,1
30,8,0,-55,-15,0,1
30,10,0,0,-15,1,4
10,10,0,-55,-15,1,1
30,10,0,-30,-15,0,1
30,10,0,-55,-15,0,1
60,10,0,-85,-15,0,3
30,10,0,-30,-15,1,3
30,8,0,-30,-15,0,1
10,10,10,-55,-15,0,1
30,8,0,0,-15,0,1
30,10,0,-40,-15,0,1
30,8,0,-55,-15,0,1
60,8,0,-70,-15,0,3
30,8,0,-60,-15,0,1
30,10,20,-15,-15,1,3
30,10,0,-70,-15,0,1
30,8,0,-30,-15,0,1
0,10,10,-55,-15,0,1
30,10,0,-70,-15,0,1
30,8,0,-25,-15,0,1
30,10,0,-30,-15,0,1
30,10,0,-45,-15,0,1
30,10,0,-70,-15,0,1
30,10,0,0,-15,0,1
30,10,0,-15,-15,0,1
10,8,0,-25,-15,1,1
30,8,0,-45,-15,0,1
30,10,0,-30,-15,0,1
30,8,0,-70,-15,0,1
30,10,0,-55,-15,1,3
30,10,0,-25,-15,1,3
30,10,0,-25,-15,0,1
30,10,0,-45,-15,0,1
30,10,0,-55,-15,0,1
30,10,0,-30,-15,0,1
10,10,0,-15,-15,1,1
30,8,0,-30,-15,1,3
10,10,0,-25,-15,0,1
